HeapFree [us];PrivateMemorySize [MB]
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.2;309
0.3;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.3;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.2;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.3;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.3;309
0.3;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.9;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.2;309
0.2;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.4;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.9;309
0.2;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.9;309
0.1;309
0.3;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.2;309
0.1;309
0.1;309
0.2;309
1.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.2;309
0.3;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.3;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.2;309
0.2;309
0.2;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.3;309
0.1;309
0.1;309
0.2;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.2;309
0.2;309
0.2;309
0.1;309
0.1;309
0.2;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
0.2;309
0.1;309
0.1;309
0.1;309
0.1;309
0.1;309
0.2;309
31.6;308
0.4;308
0.1;308
0.2;308
0.2;308
0.1;308
0.1;308
0.2;308
0.1;308
0.1;308
0.1;308
0.1;308
0.2;308
0.1;308
0.1;308
0.2;308
0.1;308
0.1;308
0.1;308
0.1;308
0.1;308
0.1;308
0.1;308
0.2;308
0.1;308
0.1;308
0.2;308
0.1;308
0.1;308
0.1;308
0.1;308
0.2;308
0.1;308
0.1;308
0.1;308
0.1;308
0.2;308
0.3;308
0.1;308
0.5;308
0.2;308
0.2;308
0.1;308
0.1;308
0.1;308
0.2;308
0.2;308
0.3;308
0.3;308
0.3;308
0.1;308
0.1;308
0.1;308
0.1;308
0.8;308
0.1;308
0.1;308
0.1;308
24;307
0.2;307
0.1;307
0.1;307
0.1;307
0.2;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.2;307
0.2;307
0.1;307
0.1;307
0.1;307
0.2;307
0.1;307
0.1;307
0.2;307
0.1;307
0.1;307
0.2;307
0.1;307
0.2;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.2;307
0.1;307
0.1;307
0.2;307
0.1;307
0.1;307
0.1;307
0.1;307
0.1;307
0.2;307
0.2;307
0.2;307
0.2;307
0.2;307
0.2;307
0.2;307
339.5;289
1.3;289
0.2;289
0.1;289
0.2;289
0.1;289
0.1;289
0.2;289
0.1;289
0.2;289
0.2;289
0.1;289
0.1;289
0.2;289
0.2;289
0.1;289
0.1;289
0.1;289
0.1;289
0.2;289
0.1;289
0.1;289
0.1;289
0.1;289
0.1;289
0.2;289
0.2;289
0.2;289
0.2;289
0.1;289
0.1;289
0.1;289
0.1;289
0.1;289
0.1;289
0.2;289
0.1;289
0.1;289
0.1;289
0.2;289
0.2;289
0.2;289
0.2;289
0.1;289
0.1;289
0.2;289
0.2;289
0.2;289
18.5;288
0.2;288
0.1;288
0.2;288
0.1;288
0.1;288
0.1;288
0.1;288
0.1;288
0.1;288
0.1;288
0.1;288
0.1;288
0.1;288
0.2;288
0.1;288
0.1;288
0.2;288
0.1;288
0.1;288
0.1;288
0.2;288
0.2;288
0.2;288
0.1;288
0.1;288
0.1;288
0.1;288
0.2;288
0.2;288
0.1;288
0.1;288
0.2;288
0.2;288
0.2;288
0.2;288
0.2;288
0.2;288
0.2;288
0.2;288
0.2;288
0.2;288
0.2;288
0.2;288
0.2;288
0.1;288
0.1;288
0.1;288
0.1;288
0.2;288
0.1;288
0.1;288
0.2;288
0.2;288
0.2;288
23.7;287
0.3;287
0.2;287
0.2;287
0.1;287
0.1;287
0.2;287
0.2;287
0.1;287
0.1;287
0.2;287
0.1;287
0.1;287
0.1;287
0.1;287
0.1;287
0.1;287
0.1;287
0.2;287
0.1;287
0.1;287
0.1;287
0.1;287
0.1;287
0.2;287
0.2;287
0.1;287
0.1;287
0.1;287
0.1;287
0.1;287
0.2;287
0.1;287
0.1;287
0.1;287
0.1;287
0.1;287
0.2;287
0.2;287
0.2;287
0.2;287
0.2;287
0.1;287
0.1;287
0.1;287
0.2;287
0.2;287
0.1;287
0.2;287
0.2;287
0.1;287
0.1;287
0.2;287
0.2;287
0.2;287
23.7;286
0.2;286
0.1;286
0.1;286
0.1;286
0.1;286
0.1;286
0.1;286
0.1;286
0.1;286
0.2;286
0.1;286
0.1;286
0.1;286
0.1;286
0.2;286
0.1;286
0.1;286
0.2;286
0.1;286
0.1;286
0.1;286
0.2;286
0.2;286
0.1;286
0.1;286
0.1;286
0.2;286
0.1;286
0.1;286
0.1;286
0.2;286
0.2;286
0.1;286
0.1;286
0.1;286
0.1;286
0.1;286
0.1;286
0.1;286
0.1;286
0.1;286
0.2;286
0.1;286
0.1;286
0.1;286
0.2;286
0.2;286
0.2;286
0.2;286
0.2;286
0.2;286
0.2;286
0.2;286
22.7;285
0.3;285
0.1;285
0.1;285
0.2;285
0.1;285
0.1;285
0.2;285
0.1;285
0.1;285
0.1;285
0.1;285
0.8;285
0.2;285
0.2;285
0.1;285
0.1;285
0.1;285
0.1;285
0.1;285
0.2;285
0.1;285
0.1;285
0.1;285
0.1;285
0.1;285
0.1;285
0.1;285
0.1;285
0.1;285
0.1;285
0.1;285
0.1;285
0.2;285
0.2;285
0.2;285
0.1;285
0.1;285
0.1;285
0.2;285
0.1;285
0.1;285
0.2;285
0.1;285
0.1;285
0.1;285
0.9;285
0.2;285
0.3;285
0.1;285
0.1;285
0.1;285
0.2;285
0.1;285
0.1;285
0.2;285
0.1;285
0.1;285
0.1;285
0.1;285
0.2;285
0.1;285
0.1;285
0.1;285
0.2;285
0.2;285
0.1;285
0.1;285
0.1;285
0.1;285
0.2;285
0.2;285
0.1;285
0.1;285
0.1;285
0.2;285
0.2;285
0.1;285
0.1;285
0.2;285
0.2;285
0.2;285
0.1;285
0.1;285
0.2;285
0.2;285
0.2;285
0.2;285
0.2;285
0.1;285
0.1;285
0.1;285
0.1;285
0.2;285
0.2;285
0.2;285
0.2;285
0.2;285
0.2;285
0.1;285
20.6;284
0.3;284
0.1;284
0.1;284
0.2;284
0.1;284
0.1;284
0.1;284
0.1;284
0.8;284
0.2;284
0.2;284
0.1;284
0.2;284
0.1;284
0.1;284
0.2;284
0.1;284
0.1;284
0.1;284
0.1;284
0.1;284
0.1;284
0.2;284
0.1;284
0.1;284
0.2;284
0.1;284
0.1;284
0.2;284
0.2;284
0.1;284
0.1;284
0.1;284
0.1;284
0.1;284
0.1;284
0.2;284
0.1;284
0.1;284
0.1;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.1;284
0.1;284
0.1;284
0.2;284
0.1;284
0.1;284
0.1;284
0.2;284
0.2;284
0.1;284
0.1;284
0.1;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.2;284
0.1;284
0.1;284
0.2;284
0.2;284
0.2;284
21.5;283
0.2;283
0.2;283
0.1;283
0.1;283
0.2;283
0.1;283
0.2;283
0.2;283
0.2;283
0.2;283
0.2;283
0.1;283
0.1;283
0.1;283
0.1;283
0.1;283
0.1;283
0.1;283
0.1;283
0.2;283
0.2;283
0.2;283
0.2;283
0.2;283
0.2;283
0.2;283
0.1;283
0.1;283
0.1;283
0.2;283
0.2;283
0.2;283
0.2;283
0.2;283
0.2;283
0.2;283
0.1;283
0.1;283
0.1;283
0.2;283
0.2;283
0.2;283
0.1;283
0.2;283
0.2;283
0.2;283
0.2;283
0.2;283
0.1;283
0.2;283
0.2;283
0.2;283
0.1;283
19.6;282
0.3;282
0.1;282
0.2;282
0.2;282
0.1;282
0.1;282
0.1;282
0.2;282
0.1;282
0.1;282
0.1;282
0.2;282
0.1;282
0.1;282
0.1;282
0.2;282
0.2;282
0.2;282
0.1;282
0.1;282
0.1;282
0.1;282
0.1;282
0.1;282
0.1;282
0.2;282
0.2;282
0.1;282
0.1;282
0.2;282
0.2;282
0.1;282
0.1;282
0.1;282
0.1;282
0.1;282
0.1;282
0.2;282
0.2;282
0.2;282
0.2;282
0.2;282
0.2;282
0.2;282
0.2;282
0.2;282
0.1;282
0.1;282
0.1;282
0.2;282
0.2;282
0.2;282
0.2;282
0.2;282
19.4;281
0.3;281
0.2;281
0.2;281
0.2;281
0.1;281
0.1;281
0.1;281
0.1;281
0.2;281
0.2;281
0.2;281
0.1;281
0.1;281
0.2;281
0.2;281
0.1;281
0.1;281
0.1;281
0.2;281
0.2;281
0.2;281
0.1;281
0.1;281
0.1;281
0.1;281
0.1;281
0.2;281
0.2;281
0.2;281
0.1;281
0.1;281
0.1;281
0.1;281
0.1;281
0.2;281
0.2;281
0.2;281
0.2;281
0.2;281
0.2;281
0.1;281
0.1;281
0.1;281
0.4;281
0.2;281
0.2;281
0.2;281
0.2;281
0.2;281
0.2;281
0.2;281
0.2;281
0.2;281
0.2;281
22.4;280
0.2;280
0.1;280
0.2;280
0.1;280
0.1;280
0.1;280
0.1;280
0.2;280
0.1;280
0.1;280
0.2;280
0.1;280
0.1;280
0.1;280
0.2;280
0.2;280
0.2;280
0.1;280
0.1;280
0.1;280
0.1;280
0.1;280
0.1;280
0.1;280
0.2;280
0.2;280
0.2;280
0.1;280
0.1;280
0.1;280
0.2;280
0.2;280
0.2;280
0.2;280
0.1;280
0.2;280
0.2;280
0.2;280
0.2;280
0.2;280
0.1;280
0.1;280
0.1;280
0.1;280
0.1;280
0.2;280
0.2;280
0.2;280
0.2;280
0.2;280
0.1;280
0.2;280
0.2;280
0.2;280
21.2;279
0.2;279
0.1;279
0.1;279
0.2;279
0.1;279
0.1;279
0.1;279
0.2;279
0.1;279
0.1;279
0.1;279
0.1;279
0.1;279
0.1;279
0.2;279
0.2;279
0.2;279
0.1;279
0.1;279
0.1;279
0.1;279
0.1;279
0.1;279
0.1;279
0.1;279
0.2;279
0.2;279
0.1;279
0.1;279
0.1;279
0.1;279
0.2;279
0.1;279
0.2;279
0.1;279
0.1;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.2;279
0.1;279
24.6;278
0.3;278
0.1;278
0.2;278
0.1;278
0.1;278
0.2;278
0.1;278
0.1;278
0.1;278
0.1;278
0.1;278
0.2;278
0.1;278
0.1;278
0.1;278
0.2;278
0.2;278
0.1;278
0.2;278
0.2;278
0.1;278
0.1;278
0.1;278
0.2;278
0.1;278
0.1;278
0.1;278
0.2;278
0.2;278
0.1;278
0.1;278
0.1;278
0.1;278
0.1;278
0.2;278
0.2;278
0.2;278
0.2;278
0.1;278
0.1;278
0.1;278
0.1;278
0.2;278
0.2;278
0.2;278
0.2;278
0.2;278
0.2;278
0.2;278
0.2;278
0.2;278
0.2;278
0.1;278
0.2;278
20;277
0.3;277
0.2;277
0.1;277
0.1;277
0.1;277
0.1;277
0.1;277
0.1;277
0.1;277
0.1;277
0.1;277
0.1;277
0.1;277
0.2;277
0.1;277
0.2;277
0.2;277
0.1;277
0.2;277
0.2;277
0.2;277
0.2;277
0.2;277
0.2;277
0.1;277
0.1;277
0.2;277
0.2;277
0.2;277
0.1;277
0.1;277
0.2;277
0.2;277
0.2;277
0.1;277
0.1;277
0.2;277
0.2;277
0.2;277
0.2;277
0.2;277
0.2;277
0.2;277
0.2;277
0.2;277
0.2;277
0.2;277
0.1;277
0.2;277
0.2;277
0.1;277
0.2;277
0.2;277
0.2;277
24.9;276
0.2;276
0.1;276
0.2;276
0.1;276
0.1;276
0.2;276
0.1;276
0.1;276
0.2;276
0.1;276
0.1;276
0.2;276
0.2;276
0.2;276
0.1;276
0.1;276
0.1;276
0.1;276
0.2;276
0.2;276
0.2;276
0.2;276
0.2;276
0.2;276
0.2;276
0.1;276
0.1;276
0.1;276
0.2;276
0.2;276
0.1;276
0.1;276
0.2;276
0.2;276
0.2;276
0.2;276
0.1;276
0.1;276
0.1;276
0.2;276
0.2;276
0.2;276
0.1;276
0.1;276
0.1;276
0.1;276
0.1;276
0.2;276
0.2;276
0.2;276
0.1;276
0.2;276
0.2;276
0.2;276
20.6;275
0.3;275
0.2;275
0.1;275
0.1;275
0.2;275
0.1;275
0.1;275
0.2;275
0.1;275
0.1;275
0.2;275
0.1;275
0.1;275
0.1;275
0.1;275
0.2;275
0.2;275
0.1;275
0.1;275
0.1;275
0.1;275
0.1;275
0.1;275
0.1;275
0.1;275
0.2;275
0.2;275
0.2;275
0.1;275
0.1;275
0.1;275
0.2;275
0.2;275
0.1;275
0.2;275
0.2;275
0.2;275
0.2;275
0.1;275
0.2;275
0.2;275
0.2;275
0.2;275
0.2;275
0.2;275
0.2;275
0.1;275
0.1;275
0.1;275
0.2;275
0.2;275
0.2;275
0.2;275
0.2;275
21.8;274
0.3;274
0.2;274
0.1;274
0.1;274
0.1;274
0.2;274
0.2;274
0.2;274
0.1;274
0.2;274
0.2;274
0.1;274
0.1;274
0.1;274
0.2;274
0.2;274
0.1;274
0.1;274
0.1;274
0.1;274
0.1;274
0.2;274
0.2;274
0.1;274
0.2;274
0.2;274
0.2;274
0.2;274
0.1;274
0.1;274
0.1;274
0.1;274
0.1;274
0.2;274
0.2;274
0.1;274
0.2;274
0.2;274
0.2;274
0.2;274
0.1;274
0.1;274
0.2;274
0.2;274
0.2;274
0.2;274
0.2;274
0.2;274
0.1;274
0.2;274
0.2;274
0.2;274
0.2;274
0.2;274
21.9;273
0.2;273
0.1;273
0.1;273
0.2;273
0.1;273
0.1;273
0.2;273
0.2;273
0.1;273
0.1;273
0.2;273
0.1;273
0.1;273
0.2;273
0.2;273
0.2;273
0.1;273
0.1;273
0.1;273
0.2;273
0.2;273
0.2;273
0.2;273
0.2;273
0.2;273
0.2;273
0.2;273
34;271
1.2;272
0.1;272
0.2;272
0.2;272
0.2;272
0.1;272
0.1;272
0.2;272
0.2;272
0.2;272
0.3;272
0.1;272
0.2;272
0.2;272
0.2;272
0.2;272
0.2;272
0.1;272
0.1;272
0.1;272
0.1;272
0.2;272
0.2;272
0.2;272
0.2;272
17.2;271
0.3;271
0.2;271
0.2;271
0.2;271
0.1;271
0.2;271
0.1;271
0.1;271
0.2;271
0.2;271
0.1;271
0.1;271
0.1;271
0.1;271
0.2;271
0.2;271
0.1;271
0.2;271
0.1;271
0.1;271
0.1;271
0.1;271
0.1;271
0.1;271
0.1;271
0.1;271
0.2;271
0.2;271
0.2;271
0.2;271
0.1;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.1;271
0.2;271
0.2;271
0.2;271
0.2;271
0.1;271
0.2;271
0.1;271
0.2;271
0.9;271
0.2;271
0.2;271
0.2;271
0.1;271
0.1;271
0.1;271
0.1;271
0.1;271
0.1;271
0.1;271
0.1;271
0.2;271
0.2;271
0.1;271
0.1;271
0.2;271
0.2;271
0.2;271
0.2;271
0.1;271
0.1;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.1;271
0.2;271
0.1;271
0.1;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.1;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
0.1;271
0.2;271
0.2;271
0.2;271
0.2;271
0.2;271
20.2;270
0.3;270
0.1;270
0.1;270
0.2;270
0.1;270
0.1;270
0.1;270
0.2;270
0.1;270
0.1;270
0.1;270
0.2;270
0.2;270
0.1;270
0.1;270
0.1;270
0.2;270
0.2;270
0.2;270
0.1;270
0.1;270
0.1;270
0.1;270
0.1;270
0.2;270
0.2;270
0.1;270
0.1;270
0.1;270
0.2;270
0.1;270
0.2;270
0.2;270
0.2;270
0.2;270
0.2;270
0.2;270
0.2;270
0.1;270
0.1;270
0.1;270
0.1;270
0.1;270
0.1;270
0.1;270
0.2;270
0.2;270
0.2;270
0.2;270
0.2;270
0.2;270
0.1;270
0.2;270
0.2;270
19;269
0.2;269
0.1;269
0.2;269
0.1;269
0.1;269
0.1;269
0.2;269
0.1;269
0.1;269
0.2;269
0.2;269
0.1;269
0.1;269
0.2;269
0.2;269
0.1;269
0.1;269
0.1;269
0.1;269
0.2;269
0.2;269
0.2;269
0.2;269
0.2;269
0.2;269
0.2;269
0.2;269
0.1;269
0.1;269
0.1;269
0.1;269
0.2;269
0.2;269
0.2;269
0.2;269
0.1;269
0.1;269
0.1;269
0.2;269
0.2;269
0.2;269
0.2;269
0.3;269
0.2;269
0.2;269
0.2;269
0.3;269
0.2;269
0.2;269
0.2;269
0.2;269
0.2;269
0.2;269
0.2;269
24.7;268
0.2;268
0.1;268
0.2;268
0.2;268
0.1;268
0.1;268
0.2;268
0.1;268
0.1;268
0.2;268
0.1;268
